RY2GPV0A0JW2N,Go Pro Quick Tip,"Reviewed in the United States on July 30, 2020",4.0 out of 5 stars,"
  Hello everyone. I had trouble, not with the purchase or the seller or the camera, but with getting the two sides of the camera into the stitching program. After much trouble, and getting a ""218"" error from the go pro fusion software, I finally found the simple thing that nobody mentions about importing footage. If you buy a fusion, put both folders from GPfront and GPback (the front and back folders that show up on the cards when you record) into another folder together....call it ""footage"" or whatever. Then the GoPro software will import without the ""218"" error (and no explanation).......GoPro should have this right up front in their website or documentation....but that would be too easy. .Just trying to save someone else the hassle of researching this simple answer. cheers
"
R22MR8W9SFSQHQ,Great price and overall great 360 GoPro,"Reviewed in the United States on September 9, 2019",5.0 out of 5 stars,"
  I love everything about this camera but the easy to use gets one less star in my book because even though it shoots superb video, the app is a pretty glitchy and would crash on me. Definitely get another battery because it goes fast if you’re filming in 5.2k. Love the tripod/selfie stick that comes with it. Overall great product and you can’t beat the price.
"
R3BY8VVPXYVOGK,Takes great 360 photos.,"Reviewed in the United States on August 14, 2020",5.0 out of 5 stars,"
  This is a fun toy/tool. I bought it to make documenting the as-built condition of buildings easier. The tripod is really neat for travel but it isn't very tall. It comes with 2 spare mounts and I was able to use one on my 6ft quick release tripod. The model is discontinued though so don't expect many future updates to the software.  Inital firmware update process aside, it was pretty easy to use. You will need two memory cards. But the camera auto stitches the images together into a spherical image you can pan around in by touch or by moving your phone. Excellent starter device for exploring 360 image creation!
"
R2P4TIMTVMECTS,Fast & easy. How it should be,"Reviewed in the United States on May 1, 2019",5.0 out of 5 stars,"
  Amazing! Ordered yesterday, here today! I LOVE amazon! I just got it out of the box! Super fast shipping and so far my new toy is living up to my expectations!"
R2YA4QT9V1M8GS,Absolutely love the gopro 360 fusion,"Reviewed in the United States on May 6, 2018",5.0 out of 5 stars,"
  Absolutely love the gopro 360 fusion. Ive filmed hundreds of clips so far. The included downloadable software very easy to use.
"
R39GKJZYLZATOA,"Camera functionality poor, price is way arrogant","Reviewed in the United States on September 20, 2020",2.0 out of 5 stars,"
  I found this GoPro to lack basic quality and functionality.  Device would lock up frozen, battery very warm and forced restarts.  The app is horrible and freezes.  I tried multiple units and found the Hero Fusion a very poor and overpriced product.
"
R1CS8NCCEM6HGN,Great For Streetview and virtual tours,"Reviewed in the United States on August 18, 2020",5.0 out of 5 stars,"
  I had a Max but returned it and bought 3 Fusions since they're discontinued. The photos look great and it can shoot 2 fps which is great for updating Google  Streetview and making virtual tours
"
R2OC51JA1UKSES,SLOW CAMERA SLOW APP SLOW ALL,"Reviewed in the United States on August 6, 2020",1.0 out of 5 stars,"
  1. Excellent quality image."
R3MXZN9EP70UD7,"Great camera, great price","Reviewed in the United States on June 5, 2018",5.0 out of 5 stars,"
  Awesome camera at a great price! 360mdegree video and photos will change the way you document your adventures
"
R1LS97F9DS87D4,Not for casual users,"Reviewed in the United States on March 5, 2020",1.0 out of 5 stars,"
  Linking to your phone is pretty much impossible and the app is a nightmare to use. You've need Fusion studio to put the videos together, but it won't run on most computers. Since Fusion Studio won't run on the 3 computers we've tried it on, I'd have to say picture quality is poor/nonexistent. Is submit a video, but have yet to have anything that works from the Fusion. Don't believe the GoPro hipe, it's a bad product from a bad company. Would be better off using a cell phone camera.
"
R37S1DITLWYB1S,Great once you learn Fusion Studio or the App,"Reviewed in the United States on March 13, 2020",5.0 out of 5 stars,"
  I love this camera, but it has taken a bit of work to learn the editing side of things. Also, ensure that your computer can handle the Fusion Studio by checking the specs on the GoPro website. Alternatively, the app allows for editing as well.
"
R38GQ19H9KJN9Y,Awesome,"Reviewed in the United States on November 28, 2018",5.0 out of 5 stars,"
  This is the perfect camera for hiking shots. You can walk with it and the stability does great. Or set it down at a bend in the trail to get a cool shot. Just a fun camera to use. It might take some time in post, however you would have to set up a lot more equipment to get cool perfectly smooth pans like this thing does by simply turning it on and setting it down on the tripod.
"
R22VVW7QQHJB4P,Unusable due to file sizes and computer rendering limitations,"Reviewed in the United States on July 16, 2020",1.0 out of 5 stars,"
  Camera is very cool and high tech, however the file sizes, editing software and rendering times make this solution unusable for all except those that have invested thousands in computer and graphics hardware.
"
R34P04I94GZY3G,Great camera. Make sure you have the correct SD cards,"Reviewed in the United States on December 28, 2019",5.0 out of 5 stars,"
  Love the camera just make sure to get SD cards suitable for 4K video or better.
"
R2ZK1S21I2K7YJ,Five Stars,"Reviewed in the United States on August 22, 2018",5.0 out of 5 stars,"
  Love this camera. It is very easy to use. Does a great job.
"
R193G10YQZBHOL,Junk,"Reviewed in the United States on February 29, 2020",1.0 out of 5 stars,"
  All right boys and girls be prepared for this camera not to do anything you expect it to do. And try finding somewhere to Store all your videos. Because the cloud does not support GoPro 360 footage. You actually can't even use the GoPro app to do anything with this I am very unhappy with this camera. It does not do anything that is advertised to do. I feel like Amazon and GoPro just spit in my face by selling me this camera. I am very unhappy
"
R37J2C3RQYAR74,Pesimo,"Reviewed in the United States on November 1, 2019",1.0 out of 5 stars,"
  Publicidad engañosa... el titulo dice gopro fusion sandisk extreme... la tarjeta no la mandaron... amazon me deriva a gopro... gopro a amazon... nadie se hace cargo... amazon dice que el titulo esta asi pero no viene sandisk... todo eso tras llamados y chats eternos"
R20Q3W0MCWCW1V,360 Camera,"Reviewed in the United States on July 16, 2020",4.0 out of 5 stars,"
  The camera works great but the stitching is a little tedious.  You need a powerful computer to handle the 5.2k video or rendering  can take some time.
"
R2TWOR4SGVGTPH,U cant beat these.,"Reviewed in the United States on May 21, 2020",5.0 out of 5 stars,"
  u can't beat 360 cameras at this price. I bought 3  knowing that sooner of later I'm gonna destroy one. But so far these are freaking amazing. The picture quality is wow.
"
R2IVE49YOARXJ5,Fun camera and easy to use software.,"Reviewed in the United States on February 1, 2021",5.0 out of 5 stars,"
  I have it mounted on top of a remote controlled car and drive it around taking videos of the car's ""adventures"". Fun for chasing pets too!
"
RTM5R2HB93M4B,"This is an outstanding product, but the execution (particularly software/firmware) is not quite ready for sale.","Reviewed in the United States on February 23, 2018",2.0 out of 5 stars,"
  GoPro Fusion is an outstanding product, but it does *not* seem to be ready for use yet (at best, I'd call it a ""beta"" or ""alpha"" version). The camera firmware, as well as the mobile app (using iOS app on iPhone X), are both very buggy, unreliable and rather frustrating to deal with."
R26I4IF5VO9H0D,Not very easy to use...,"Reviewed in the United States on May 27, 2020",3.0 out of 5 stars,"
  If I wanted to review this product 4 years ago I would say this is one the best in the market but if you want to buy it now (2020) definitely is pain to use.
"
R3DBE9T8PKH8MM,Pretty Cool!,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,"
   I cant wait to really play with this, seems like a great deal. Renders fast on my computer but files are HUGE.
"
R2OHTZ3ZMAO4GX,"Very good image quality, awful to use, terrible software, garbage tripod","Reviewed in the United States on September 1, 2018",1.0 out of 5 stars,"
  I wanted a 360 camera for when taking vacations to capture spherical photos and videos of my travels for use in my VR headsets. I looked at reviews and samples and wanted the highest possible image quality without getting in to professional costs, which lead me to the GoPro. It lives up to the hype on image quality, and the stabilization is awesome. That is unfortunately where the good note ends."
RT2DLPETPHGC4,Super easy but need light,"Reviewed in the United States on March 26, 2020",5.0 out of 5 stars,"
  Camera super easy to use with app. Very clear pictures; just be sure to have plenty of light. I also purchased a LED lantern style light as I use this camera inside a boiler with limited lighting.
"
R22H0P0MCVPNHV,"In my opinion, the best 360 camera (image quality) for under $1500","Reviewed in the United States on May 23, 2019",5.0 out of 5 stars,"
  Excellent build quality.  I appreciate the GoPro Plus program as well.  The editing of the images is the ""tricky"" part, for me.  The ""overcapture"" feature is a big plus for this type of camera (360)
"
RNLJHHME9B6KR,I love this camera,"Reviewed in the United States on March 6, 2018",5.0 out of 5 stars,"
  I love this camera.  My only complaint is the process time to stitch the footage into a single movie file.  It takes a LONG time to process.
"
R2QGHG5AB6YGTC,Great 360 camera crappy software.,"Reviewed in the United States on May 27, 2020",2.0 out of 5 stars,"
  Camera is awesome. Footage is awesome. Only issue is the software is crap. Make sure you have the minimum required hardware (which is very extensive and advanced) or you won't be able to stitch the 360 video. Apparently my 3GB AMD RADEON 7950 is too low tech for 5K 360 footage.
"
R14H5OEME6M8UU,"Without the right equipment, you cannot get the photos and videos stitched for presentation","Reviewed in the United States on March 29, 2020",1.0 out of 5 stars,"
  Both the gopro fusion app on my IPAD and the PC software crash while trying to get stitched images. I think the computer hardware without a really good GPU with 4GB of memory will not handle this camera. I don't know why my IPAD crashes while saving the images. So, as with many reviews, I have a descent camera but it is useless because I can't share any of my photos or videos.
"
R3BIZR3H8VBHCA,Great,"Reviewed in the United States on June 1, 2020",5.0 out of 5 stars,"
  Girlfriend loves it. The 360 videos, tiny world. The only thing that we wish could improve, is the amount of available saved space on the GoPro app. There’s plenty of storage on the camera.
"
R1FCVD8TKW4WZM,GoPro fusion 360,"Reviewed in the United States on February 3, 2020",5.0 out of 5 stars,"
  The main purpose of the purchase is for recording paintball while in play. Everything Is good with picture quality. Easy to set up!! Recommend for any purpose.
"
R20UNOYL644Q81,App doesn't work.,"Reviewed in the United States on February 27, 2020",1.0 out of 5 stars,"
  The pictures are low rez and blurry. Plus, the app is totally bugged, doesn't connect to the camera.
"
RBLK5Y2IGSIRJ,2017 camera requires top-of-the-line 2020 smartphone,"Reviewed in the United States on August 6, 2020",1.0 out of 5 stars,"
  This camera was released in 2017 but it is entirely incompatible with my smartphone that's less than a year old. There's also no way to work around the insufficient GoPro app as it won't even let me download a file to my phone to use a third-party app. Extremely frustrating. Buy a different camera from a better company.
"
RK9HR8P880V7O,It’s worth the $200,"Reviewed in the United States on May 1, 2020",4.0 out of 5 stars,"
  It takes allot of practice to get it right.
"
R3IRIVTGYY8DRC,GoPro downloading videos is awful,"Reviewed in the United States on May 31, 2020",2.0 out of 5 stars,"
  The GoPro cameras and GoPro app are terrible. I have a fusion and it’s impossible to download to GoPro app on iPhone. It takes 45 minutes to download a 7 minute video and often results in errors. I’ve spent hours trying to download videos. You’d think GoPro would really fix these issues given the up and coming competitors like the Insta360.
"
RBZ2BF57ZEYNQ,Picture quality amazing,"Reviewed in the United States on May 6, 2019",5.0 out of 5 stars,"
  It’s such a awesome camera easy to use great picture I’m so excited to use this on every trip! What a steal on price compared to other brands. Favorite product by go pro yet!
"
R20L70NFB7O3ZL,Great camera!,"Reviewed in the United States on July 23, 2020",5.0 out of 5 stars,"
  Great camera! I would recommend to anyone who is looking for different and interesting shots for action and adventure. The main differences between the fusion and the new max is the Max has auto horizon leveler and replaceable lense covers while the fusion has neither
"
R3O5PPBWHM0KU6,easy to use,"Reviewed in the United States on January 17, 2020",5.0 out of 5 stars,"
  love this cámara, i own a couple of gopros and by far this is my favorite one.
"
R10WODB30YXAFB,good value for money,"Reviewed in the United States on May 18, 2020",3.0 out of 5 stars,"
  would recommend
"
R37YMUI4YZ2S06,Product ok but not for me,"Reviewed in the United States on June 5, 2020",3.0 out of 5 stars,"
  Did not do what i wanted to do i had to get a more expensive 360 camera. Purchase this camera after reading that it can do a walkthru of a home without stitching the photos and also the gopro studio didnt work
"
RVLCIPAIZ334Y,Great camera,"Reviewed in the United States on October 6, 2020",5.0 out of 5 stars,"
  Super awesome bought it for my husband and he loved it . I recommend it and our friend bought one aswell.
"
R3E9OPOEJ557CM,Amazing 360 degree Camera,"Reviewed in the United States on July 21, 2019",5.0 out of 5 stars,"
  This is really good camera but need remote control to operate from distance, Android is not supported for fusion. iOS application is crashing.
"
RUOZKQDCNQNFX,Extinct software for Fusion,"Reviewed in the United States on December 23, 2020",1.0 out of 5 stars,"
  GoPro clearly does not have the knowledge or know how to make editing software and support there customers besides helping there customers.
"
R1ZJIKC08W8481,"Great product, though expensive.","Reviewed in the United States on November 12, 2018",5.0 out of 5 stars,"
  Does what I need: 360 video, decent stabilization, color, record and battery time. Footage can be edited in Adobe Premiere using their Reframe plugin.
"
R1Y2VFQMHZNCSW,El titulo del anuncio es una burla,"Reviewed in the United States on August 5, 2020",4.0 out of 5 stars,"
  Hola, compre la gopro fusion 360 y el anuncio dice que tiene un microSD 64 Gb,pero la momerio no fue enviada y recientemente vi otra reseña donde dice lo mismo, trate de contactar con el vendedor pero solo me mando una respuesta generica , fuera de eso la camara esta bien
"
R29EZFDOESIYDN,Satisfied,"Reviewed in the United States on May 23, 2020",5.0 out of 5 stars,"
  Satisfied
"
R3LDJ6FA9ZKSIM,Clear,"Reviewed in the United States on July 27, 2020",3.0 out of 5 stars,"
  Clear
"
R1BK9TPFAU5W1V,The best,"Reviewed in the United States on April 30, 2020",5.0 out of 5 stars,"
  Excellent camera
"
RYBGJDAXYHDY8,No me llegó la tarjeta SanDisk Extreme de 64 GB microSDXC UHS-3,"Reviewed in the United States on June 30, 2020",1.0 out of 5 stars,"
  Hola"
R2FCQIGOEYSLKS,Broken out of package,"Reviewed in the United States on January 29, 2019",1.0 out of 5 stars,"
  Product did not work new out of the package. Had to send back to GoPro and still havent received a new one. This might be fine for most people living in the US but I live internationally so shipping products is not easy.
"
R38VTPGPOSNAUD,Excellent,"Reviewed in the United States on August 13, 2019",5.0 out of 5 stars,"
  Excellent camera but the software is very slow
"
R3N7DJYTMOOTAC,"Solid product, great quality! Take care of the lenses, very sensible.","Reviewed in the United States on January 18, 2019",5.0 out of 5 stars,"
  top product!
"
R3SAQU98E0CPT7,good,"Reviewed in the United States on June 17, 2020",3.0 out of 5 stars,"
  good
"
R3E7YEUOUL0HV0,Good if you have time to waste,"Reviewed in the United States on March 8, 2020",5.0 out of 5 stars,"
  All is well until it’s time to remove the photo or video. A 7 minute clip takes 40 minutes on the iPhone 11. 20 minutes in the GoPro app and another 20 minutes to download into the phone.
"
R7T7XJHMBWCSM,Connection firmware is extremely unreliable,"Reviewed in the United States on June 25, 2020",1.0 out of 5 stars,"
  Wireless or tethered, the firmware for this device is terrible.  Don't buy."
R37THJ4BJCSDW4,Pretty happy,"Reviewed in the United States on August 29, 2019",5.0 out of 5 stars,"
  The product is amazing!!!
"
R1UGY9ZNWZNMJY,Great 360 cam!,"Reviewed in the United States on February 27, 2020",4.0 out of 5 stars,"
  Live the video quality and it’s easy to use.
"
R39AH68LBRUMEM,Perfection!,"Reviewed in the United States on December 10, 2019",5.0 out of 5 stars,"
  This was the perfect gift for the person I admire the most! Not only was this set at a great price, but I know that this gift will be used to create wonderful memories for years to come!
"
R2VHBRPJBD6NM5,Excelente camara,"Reviewed in the United States on August 31, 2019",5.0 out of 5 stars,"
   La cámara llega en excelente estado y se pueden sacar muy buenas tomas.
"
R2YIIGZTJXCGML,👎,"Reviewed in the United States on May 12, 2020",1.0 out of 5 stars,"
  Package damaged. Camera is not clear it is not 5k or 3k quality. Quality is worst even is not working. This is the worst thing i have ever bought from amazon before.
"
R2OMA7ZLKPVI0C,Fusion still alive,"Reviewed in the United States on April 4, 2020",5.0 out of 5 stars,"
  Started into making 360deg movies and photos.
"
R2HWNG18LRRUBJ,Great camera poor software,"Reviewed in the United States on September 6, 2019",4.0 out of 5 stars,"
  Great camera and hardware. Very poor software not compatible with most of the phone or laptop devices.
"
R3MYS4S2BAZLFG,Relly love 360 fusion,"Reviewed in the United States on May 7, 2020",5.0 out of 5 stars,"
  It's nice I love it
"
